,Manufaturer,Sales,Year,Quarter,Index,Ratio
3983,Toyota Motor Corp,130802.0,2011,Q3,,
3984,Toyota Motor Corp,110937.0,2011,Q2,,
3985,Toyota Motor Corp,108387.0,2011,Q2,,
3986,Toyota Motor Corp,159540.0,2011,Q2,,
3987,Toyota Motor Corp,176222.0,2011,Q1,,
3988,Toyota Motor Corp,141846.0,2011,Q1,,
3989,Toyota Motor Corp,115856.0,2011,Q1,,
3990,Toyota Motor Corp,177488.0,2010,Q4,,
3991,Toyota Motor Corp,129317.0,2010,Q4,,
3992,Toyota Motor Corp,145474.0,2010,Q4,,
3993,Toyota Motor Corp,147162.0,2010,Q3,,
3994,Toyota Motor Corp,148388.0,2010,Q3,,
3995,Toyota Motor Corp,169224.0,2010,Q3,,
3996,Toyota Motor Corp,140604.0,2010,Q2,,
3997,Toyota Motor Corp,162813.0,2010,Q2,,
3998,Toyota Motor Corp,157439.0,2010,Q2,,
3999,Toyota Motor Corp,186863.0,2010,Q1,,
4000,Toyota Motor Corp,100027.0,2010,Q1,,
4001,Toyota Motor Corp,98796.0,2010,Q1,,
4002,Toyota Motor Corp,187860.0,2009,Q4,,
4003,Toyota Motor Corp,133700.0,2009,Q4,,
4004,Toyota Motor Corp,152165.0,2009,Q4,,
4005,Toyota Motor Corp,126015.0,2009,Q3,,
4006,Toyota Motor Corp,225088.0,2009,Q3,,
4007,Toyota Motor Corp,174872.0,2009,Q3,,
4008,Toyota Motor Corp,131654.0,2009,Q2,,
4009,Toyota Motor Corp,152583.0,2009,Q2,,
4010,Toyota Motor Corp,126540.0,2009,Q2,,
4011,Toyota Motor Corp,132802.0,2009,Q1,,
4012,Toyota Motor Corp,109583.0,2009,Q1,,
4013,Toyota Motor Corp,117287.0,2009,Q1,,
4014,Toyota Motor Corp,141949.0,2008,Q4,,
4015,Toyota Motor Corp,130307.0,2008,Q4,,
4016,Toyota Motor Corp,152101.0,2008,Q4,,
4017,Toyota Motor Corp,144260.0,2008,Q3,,
4018,Toyota Motor Corp,211533.0,2008,Q3,,
4019,Toyota Motor Corp,197424.0,2008,Q3,,
4020,Toyota Motor Corp,193234.0,2008,Q2,,
4021,Toyota Motor Corp,257404.0,2008,Q2,,
4022,Toyota Motor Corp,217700.0,2008,Q2,,
4023,Toyota Motor Corp,217730.0,2008,Q1,,
4024,Toyota Motor Corp,182169.0,2008,Q1,,
4025,Toyota Motor Corp,171849.0,2008,Q1,,
4026,Toyota Motor Corp,224399.0,2007,Q4,,
4027,Toyota Motor Corp,197189.0,2007,Q4,,
4028,Toyota Motor Corp,197592.0,2007,Q4,,
4029,Toyota Motor Corp,213043.0,2007,Q3,,
4030,Toyota Motor Corp,233471.0,2007,Q3,,
4031,Toyota Motor Corp,224058.0,2007,Q3,,
4032,Toyota Motor Corp,245739.0,2007,Q2,,
4033,Toyota Motor Corp,269023.0,2007,Q2,,
4034,Toyota Motor Corp,210457.0,2007,Q2,,
4035,Toyota Motor Corp,242675.0,2007,Q1,,
4036,Toyota Motor Corp,187330.0,2007,Q1,,
4037,Toyota Motor Corp,175850.0,2007,Q1,,
4038,Toyota Motor Corp,228322.0,2006,Q4,,
4039,Toyota Motor Corp,196695.0,2006,Q4,,
4040,Toyota Motor Corp,189011.0,2006,Q4,,
4041,Toyota Motor Corp,222950.0,2006,Q3,,
4042,Toyota Motor Corp,240178.0,2006,Q3,,
4043,Toyota Motor Corp,241826.0,2006,Q3,,
4044,Toyota Motor Corp,223018.0,2006,Q2,,
4045,Toyota Motor Corp,235708.0,2006,Q2,,
4046,Toyota Motor Corp,219965.0,2006,Q2,,
4047,Toyota Motor Corp,217286.0,2006,Q1,,
4048,Toyota Motor Corp,166940.0,2006,Q1,,
4049,Toyota Motor Corp,160625.0,2006,Q1,,
4050,Toyota Motor Corp,203279.0,2005,Q4,,
4051,Toyota Motor Corp,169665.0,2005,Q4,,
4052,Toyota Motor Corp,173086.0,2005,Q4,,
4053,Toyota Motor Corp,178417.0,2005,Q3,,
4054,Toyota Motor Corp,205362.0,2005,Q3,,
4055,Toyota Motor Corp,216417.0,2005,Q3,,
4056,Toyota Motor Corp,194875.0,2005,Q2,,
4057,Toyota Motor Corp,201493.0,2005,Q2,,
4058,Toyota Motor Corp,210466.0,2005,Q2,,
4059,Toyota Motor Corp,203223.0,2005,Q1,,
4060,Toyota Motor Corp,163059.0,2005,Q1,,
4061,Toyota Motor Corp,140954.0,2005,Q1,,
4062,Toyota Motor Corp,187932.0,2004,Q4,,
4063,Toyota Motor Corp,154272.0,2004,Q4,,
4064,Toyota Motor Corp,170815.0,2004,Q4,,
4065,Toyota Motor Corp,161793.0,2004,Q3,,
4066,Toyota Motor Corp,180394.0,2004,Q3,,
4067,Toyota Motor Corp,200206.0,2004,Q3,,
4068,Toyota Motor Corp,170366.0,2004,Q2,,
4069,Toyota Motor Corp,202420.0,2004,Q2,,
4070,Toyota Motor Corp,167129.0,2004,Q2,,
4071,Toyota Motor Corp,174209.0,2004,Q1,,
4072,Toyota Motor Corp,146783.0,2004,Q1,,
4073,Toyota Motor Corp,143729.0,2004,Q1,,
4074,Toyota Motor Corp,153417.0,2003,Q4,,
4075,Toyota Motor Corp,147731.0,2003,Q4,,
4076,Toyota Motor Corp,151157.0,2003,Q4,,
4077,Toyota Motor Corp,140754.0,2003,Q3,,
4078,Toyota Motor Corp,200482.0,2003,Q3,,
4079,Toyota Motor Corp,169631.0,2003,Q3,,
4080,Toyota Motor Corp,155501.0,2003,Q2,,
4081,Toyota Motor Corp,186764.0,2003,Q2,,
4082,Toyota Motor Corp,151784.0,2003,Q2,,
4083,Toyota Motor Corp,165081.0,2003,Q1,,
4084,Toyota Motor Corp,124683.0,2003,Q1,,
4085,Toyota Motor Corp,119329.0,2003,Q1,,
4086,Toyota Motor Corp,141491.0,2002,Q4,,
4087,Toyota Motor Corp,136259.0,2002,Q4,,
4088,Toyota Motor Corp,135307.0,2002,Q4,,
4089,Toyota Motor Corp,122065.0,2002,Q3,,
4090,Toyota Motor Corp,186599.0,2002,Q3,,
4091,Toyota Motor Corp,156053.0,2002,Q3,,
4092,Toyota Motor Corp,151863.0,2002,Q2,,
4093,Toyota Motor Corp,169528.0,2002,Q2,,
4094,Toyota Motor Corp,147334.0,2002,Q2,,
4095,Toyota Motor Corp,157028.0,2002,Q1,,
4096,Toyota Motor Corp,126092.0,2002,Q1,,
4097,Toyota Motor Corp,126508.0,2002,Q1,,
4098,Toyota Motor Corp,144202.0,2001,Q4,,
4099,Toyota Motor Corp,138183.0,2001,Q4,,
4100,Toyota Motor Corp,164084.0,2001,Q4,,
4101,Toyota Motor Corp,127203.0,2001,Q3,,
4102,Toyota Motor Corp,158918.0,2001,Q3,,
4103,Toyota Motor Corp,143283.0,2001,Q3,,
4104,Toyota Motor Corp,158633.0,2001,Q2,,
4105,Toyota Motor Corp,167167.0,2001,Q2,,
4106,Toyota Motor Corp,141058.0,2001,Q2,,
4107,Toyota Motor Corp,156444.0,2001,Q1,,
4108,Toyota Motor Corp,123959.0,2001,Q1,,
4109,Toyota Motor Corp,118120.0,2001,Q1,,
4110,Toyota Motor Corp,133993.0,2000,Q4,,
4111,Toyota Motor Corp,126013.0,2000,Q4,,
4112,Toyota Motor Corp,123920.0,2000,Q4,,
4113,Toyota Motor Corp,138302.0,2000,Q3,,
4114,Toyota Motor Corp,148229.0,2000,Q3,,
4115,Toyota Motor Corp,135457.0,2000,Q3,,
4116,Toyota Motor Corp,132363.0,2000,Q2,,
4117,Toyota Motor Corp,152375.0,2000,Q2,,
4118,Toyota Motor Corp,132180.0,2000,Q2,,
4119,Toyota Motor Corp,140393.0,2000,Q1,,
4120,Toyota Motor Corp,127858.0,2000,Q1,,
4121,Toyota Motor Corp,128123.0,2000,Q1,,
4122,Volkswagen AG,23074.0,2019,Q1,,
4123,Volkswagen AG,32047.0,2018,Q4,,
4124,Volkswagen AG,26789.0,2018,Q4,,
4125,Volkswagen AG,29000.0,2018,Q4,,
4126,Volkswagen AG,30555.0,2018,Q3,,
4127,Volkswagen AG,32255.0,2018,Q3,,
4128,Volkswagen AG,30520.0,2018,Q3,,
4129,Volkswagen AG,28941.0,2018,Q2,,
4130,Volkswagen AG,31211.0,2018,Q2,,
4131,Volkswagen AG,28794.0,2018,Q2,,
4132,Volkswagen AG,32548.0,2018,Q1,,
4133,Volkswagen AG,26660.0,2018,Q1,,
4134,Volkswagen AG,24744.0,2018,Q1,,
4135,Volkswagen AG,30281.0,2017,Q4,,
4136,Volkswagen AG,29207.0,2017,Q4,,
4137,Volkswagen AG,27732.0,2017,Q4,,
4138,Volkswagen AG,32112.0,2017,Q3,,
4139,Volkswagen AG,32015.0,2017,Q3,,
4140,Volkswagen AG,27091.0,2017,Q3,,
4141,Volkswagen AG,27377.0,2017,Q2,,
4142,Volkswagen AG,30014.0,2017,Q2,,
4143,Volkswagen AG,27557.0,2017,Q2,,
4144,Volkswagen AG,27635.0,2017,Q1,,
4145,Volkswagen AG,25145.0,2017,Q1,,
4146,Volkswagen AG,23510.0,2017,Q1,,
4147,Volkswagen AG,37229.0,2016,Q4,,
4148,Volkswagen AG,29672.0,2016,Q4,,
4149,Volkswagen AG,24779.0,2016,Q4,,
4150,Volkswagen AG,24112.0,2016,Q3,,
4151,Volkswagen AG,29384.0,2016,Q3,,
4152,Volkswagen AG,28758.0,2016,Q3,,
4153,Volkswagen AG,23809.0,2016,Q2,,
4154,Volkswagen AG,28779.0,2016,Q2,,
4155,Volkswagen AG,27112.0,2016,Q2,,
4156,Volkswagen AG,26914.0,2016,Q1,,
4157,Volkswagen AG,22321.0,2016,Q1,,
4158,Volkswagen AG,20079.0,2016,Q1,,
4159,Volkswagen AG,30956.0,2015,Q4,,
4160,Volkswagen AG,23882.0,2015,Q4,,
4161,Volkswagen AG,30387.0,2015,Q4,,
4162,Volkswagen AG,26141.0,2015,Q3,,
4163,Volkswagen AG,32332.0,2015,Q3,,
4164,Volkswagen AG,31300.0,2015,Q3,,
4165,Volkswagen AG,30436.0,2015,Q2,,
4166,Volkswagen AG,34758.0,2015,Q2,,
4167,Volkswagen AG,30009.0,2015,Q2,,
4168,Volkswagen AG,30025.0,2015,Q1,,
4169,Volkswagen AG,25710.0,2015,Q1,,
4170,Volkswagen AG,23504.0,2015,Q1,,
4171,Volkswagen AG,34058.0,2014,Q4,,
4172,Volkswagen AG,31726.0,2014,Q4,,
4173,Volkswagen AG,30312.0,2014,Q4,,
4174,Volkswagen AG,25996.0,2014,Q3,,
4175,Volkswagen AG,35181.0,2014,Q3,,
4176,Volkswagen AG,30553.0,2014,Q3,,
4177,Volkswagen AG,28827.0,2014,Q2,,
4178,Volkswagen AG,32163.0,2014,Q2,,
4179,Volkswagen AG,30831.0,2014,Q2,,
4180,Volkswagen AG,36717.0,2014,Q1,,
4181,Volkswagen AG,27112.0,2014,Q1,,
4182,Volkswagen AG,23494.0,2014,Q1,,
4183,Volkswagen AG,34015.0,2013,Q4,,
4184,Volkswagen AG,30727.0,2013,Q4,,
4185,Volkswagen AG,28129.0,2013,Q4,,
4186,Volkswagen AG,31920.0,2013,Q3,,
4187,Volkswagen AG,40342.0,2013,Q3,,
4188,Volkswagen AG,35779.0,2013,Q3,,
4189,Volkswagen AG,36957.0,2013,Q2,,
4190,Volkswagen AG,38013.0,2013,Q2,,
4191,Volkswagen AG,33644.0,2013,Q2,,
4192,Volkswagen AG,37704.0,2013,Q1,,
4193,Volkswagen AG,31456.0,2013,Q1,,
4194,Volkswagen AG,29018.0,2013,Q1,,
4195,Volkswagen AG,44005.0,2012,Q4,,
4196,Volkswagen AG,36728.0,2012,Q4,,
4197,Volkswagen AG,34311.0,2012,Q4,,
4198,Volkswagen AG,36339.0,2012,Q3,,
4199,Volkswagen AG,41011.0,2012,Q3,,
4200,Volkswagen AG,37014.0,2012,Q3,,
4201,Volkswagen AG,38170.0,2012,Q2,,
4202,Volkswagen AG,38657.0,2012,Q2,,
4203,Volkswagen AG,37525.0,2012,Q2,,
4204,Volkswagen AG,36588.0,2012,Q1,,
4205,Volkswagen AG,30577.0,2012,Q1,,
4206,Volkswagen AG,27209.0,2012,Q1,,
4207,Volkswagen AG,32502.0,2011,Q4,,
4208,Volkswagen AG,28412.0,2011,Q4,,
4209,Volkswagen AG,28028.0,2011,Q4,,
4210,Volkswagen AG,27036.0,2011,Q3,,
4211,Volkswagen AG,25232.0,2011,Q3,,
4212,Volkswagen AG,29066.0,2011,Q3,,
4213,Volkswagen AG,28444.0,2011,Q2,,
4214,Volkswagen AG,30100.0,2011,Q2,,
4215,Volkswagen AG,28542.0,2011,Q2,,
4216,Volkswagen AG,27176.0,2011,Q1,,
4217,Volkswagen AG,21461.0,2011,Q1,,
4218,Volkswagen AG,18401.0,2011,Q1,,
4219,Volkswagen AG,23867.0,2010,Q4,,
4220,Volkswagen AG,20189.0,2010,Q4,,
4221,Volkswagen AG,20084.0,2010,Q4,,
4222,Volkswagen AG,19943.0,2010,Q3,,
4223,Volkswagen AG,22855.0,2010,Q3,,
4224,Volkswagen AG,23880.0,2010,Q3,,
4225,Volkswagen AG,21051.0,2010,Q2,,
4226,Volkswagen AG,23543.0,2010,Q2,,
4227,Volkswagen AG,23135.0,2010,Q2,,
4228,Volkswagen AG,22148.0,2010,Q1,,
4229,Volkswagen AG,16996.0,2010,Q1,,
4230,Volkswagen AG,17315.0,2010,Q1,,
4231,Volkswagen AG,19554.0,2009,Q4,,
4232,Volkswagen AG,15710.0,2009,Q4,,
4233,Volkswagen AG,16368.0,2009,Q4,,
4234,Volkswagen AG,16457.0,2009,Q3,,
4235,Volkswagen AG,22725.0,2009,Q3,,
4236,Volkswagen AG,19240.0,2009,Q3,,
4237,Volkswagen AG,16928.0,2009,Q2,,
4238,Volkswagen AG,18178.0,2009,Q2,,
4239,Volkswagen AG,13683.0,2009,Q2,,
4240,Volkswagen AG,14691.0,2009,Q1,,
4241,Volkswagen AG,13157.0,2009,Q1,,
4242,Volkswagen AG,12081.0,2009,Q1,,
4243,Volkswagen AG,16678.0,2008,Q4,,
4244,Volkswagen AG,12971.0,2008,Q4,,
4245,Volkswagen AG,15100.0,2008,Q4,,
4246,Volkswagen AG,16734.0,2008,Q3,,
4247,Volkswagen AG,22292.0,2008,Q3,,
4248,Volkswagen AG,20442.0,2008,Q3,,
4249,Volkswagen AG,23208.0,2008,Q2,,
4250,Volkswagen AG,22346.0,2008,Q2,,
4251,Volkswagen AG,19415.0,2008,Q2,,
4252,Volkswagen AG,19587.0,2008,Q1,,
4253,Volkswagen AG,16556.0,2008,Q1,,
4254,Volkswagen AG,14411.0,2008,Q1,,
4255,Volkswagen AG,20543.0,2007,Q4,,
4256,Volkswagen AG,17689.0,2007,Q4,,
4257,Volkswagen AG,17260.0,2007,Q4,,
4258,Volkswagen AG,18891.0,2007,Q3,,
4259,Volkswagen AG,21655.0,2007,Q3,,
4260,Volkswagen AG,19653.0,2007,Q3,,
4261,Volkswagen AG,23137.0,2007,Q2,,
4262,Volkswagen AG,22325.0,2007,Q2,,
4263,Volkswagen AG,19086.0,2007,Q2,,
4264,Volkswagen AG,17355.0,2007,Q1,,
4265,Volkswagen AG,16367.0,2007,Q1,,
4266,Volkswagen AG,16610.0,2007,Q1,,
4267,Volkswagen AG,19942.0,2006,Q4,,
4268,Volkswagen AG,17082.0,2006,Q4,,
4269,Volkswagen AG,15942.0,2006,Q4,,
4270,Volkswagen AG,20082.0,2006,Q3,,
4271,Volkswagen AG,23420.0,2006,Q3,,
4272,Volkswagen AG,22627.0,2006,Q3,,
4273,Volkswagen AG,20121.0,2006,Q2,,
4274,Volkswagen AG,22100.0,2006,Q2,,
4275,Volkswagen AG,20528.0,2006,Q2,,
4276,Volkswagen AG,20730.0,2006,Q1,,
4277,Volkswagen AG,16329.0,2006,Q1,,
4278,Volkswagen AG,16237.0,2006,Q1,,
4279,Volkswagen AG,25956.0,2005,Q4,,
4280,Volkswagen AG,18046.0,2005,Q4,,
4281,Volkswagen AG,17207.0,2005,Q4,,
4282,Volkswagen AG,21646.0,2005,Q3,,
4283,Volkswagen AG,23083.0,2005,Q3,,
4284,Volkswagen AG,21553.0,2005,Q3,,
4285,Volkswagen AG,19071.0,2005,Q2,,
4286,Volkswagen AG,16297.0,2005,Q2,,
4287,Volkswagen AG,18458.0,2005,Q2,,
4288,Volkswagen AG,16738.0,2005,Q1,,
4289,Volkswagen AG,13457.0,2005,Q1,,
4290,Volkswagen AG,12683.0,2005,Q1,,
4291,Volkswagen AG,21469.0,2004,Q4,,
4292,Volkswagen AG,17224.0,2004,Q4,,
4293,Volkswagen AG,21888.0,2004,Q4,,
4294,Volkswagen AG,20872.0,2004,Q3,,
4295,Volkswagen AG,22724.0,2004,Q3,,
4296,Volkswagen AG,25560.0,2004,Q3,,
4297,Volkswagen AG,22692.0,2004,Q2,,
4298,Volkswagen AG,28072.0,2004,Q2,,
4299,Volkswagen AG,25667.0,2004,Q2,,
4300,Volkswagen AG,21331.0,2004,Q1,,
4301,Volkswagen AG,15407.0,2004,Q1,,
4302,Volkswagen AG,13205.0,2004,Q1,,
4303,Volkswagen AG,18030.0,2003,Q4,,
4304,Volkswagen AG,28957.0,2003,Q4,,
4305,Volkswagen AG,23787.0,2003,Q4,,
4306,Volkswagen AG,27904.0,2003,Q3,,
4307,Volkswagen AG,32376.0,2003,Q3,,
4308,Volkswagen AG,25674.0,2003,Q3,,
4309,Volkswagen AG,25808.0,2003,Q2,,
4310,Volkswagen AG,27941.0,2003,Q2,,
4311,Volkswagen AG,25412.0,2003,Q2,,
4312,Volkswagen AG,26183.0,2003,Q1,,
4313,Volkswagen AG,22803.0,2003,Q1,,
4314,Volkswagen AG,17811.0,2003,Q1,,
4315,Volkswagen AG,25865.0,2002,Q4,,
4316,Volkswagen AG,22702.0,2002,Q4,,
4317,Volkswagen AG,25135.0,2002,Q4,,
4318,Volkswagen AG,27494.0,2002,Q3,,
4319,Volkswagen AG,34810.0,2002,Q3,,
4320,Volkswagen AG,32100.0,2002,Q3,,
4321,Volkswagen AG,32659.0,2002,Q2,,
4322,Volkswagen AG,32109.0,2002,Q2,,
4323,Volkswagen AG,30216.0,2002,Q2,,
4324,Volkswagen AG,31551.0,2002,Q1,,
4325,Volkswagen AG,22122.0,2002,Q1,,
4326,Volkswagen AG,21362.0,2002,Q1,,
4327,Volkswagen AG,29363.0,2001,Q4,,
4328,Volkswagen AG,27465.0,2001,Q4,,
4329,Volkswagen AG,30032.0,2001,Q4,,
4330,Volkswagen AG,25023.0,2001,Q3,,
4331,Volkswagen AG,38728.0,2001,Q3,,
4332,Volkswagen AG,32011.0,2001,Q3,,
4333,Volkswagen AG,34375.0,2001,Q2,,
4334,Volkswagen AG,34398.0,2001,Q2,,
4335,Volkswagen AG,29226.0,2001,Q2,,
4336,Volkswagen AG,30618.0,2001,Q1,,
4337,Volkswagen AG,24265.0,2001,Q1,,
4338,Volkswagen AG,20144.0,2001,Q1,,
4339,Volkswagen AG,26865.0,2000,Q4,,
4340,Volkswagen AG,26597.0,2000,Q4,,
4341,Volkswagen AG,27132.0,2000,Q4,,
4342,Volkswagen AG,30819.0,2000,Q3,,
4343,Volkswagen AG,34276.0,2000,Q3,,
4344,Volkswagen AG,30139.0,2000,Q3,,
4345,Volkswagen AG,33410.0,2000,Q2,,
4346,Volkswagen AG,33074.0,2000,Q2,,
4347,Volkswagen AG,30546.0,2000,Q2,,
4348,Volkswagen AG,31675.0,2000,Q1,,
4349,Volkswagen AG,27096.0,2000,Q1,,
4350,Volkswagen AG,23850.0,2000,Q1,,
4351,Volvo,5854.0,2019,Q1,,
4352,Volvo,8826.0,2018,Q4,,
4353,Volvo,8181.0,2018,Q4,,
4354,Volvo,7327.0,2018,Q4,,
4355,Volvo,8715.0,2018,Q3,,
4356,Volvo,8970.0,2018,Q3,,
4357,Volvo,8622.0,2018,Q3,,
4358,Volvo,9868.0,2018,Q2,,
4359,Volvo,9338.0,2018,Q2,,
4360,Volvo,8333.0,2018,Q2,,
4361,Volvo,8233.0,2018,Q1,,
4362,Volvo,6283.0,2018,Q1,,
4363,Volvo,5567.0,2018,Q1,,
4364,Volvo,9679.0,2017,Q4,,
4365,Volvo,7854.0,2017,Q4,,
4366,Volvo,7006.0,2017,Q4,,
4367,Volvo,7900.0,2017,Q3,,
4368,Volvo,7993.0,2017,Q3,,
4369,Volvo,6967.0,2017,Q3,,
4370,Volvo,7303.0,2017,Q2,,
4371,Volvo,6202.0,2017,Q2,,
4372,Volvo,7121.0,2017,Q2,,
4373,Volvo,5356.0,2017,Q1,,
4374,Volvo,4651.0,2017,Q1,,
4375,Volvo,3472.0,2017,Q1,,
4376,Volvo,10129.0,2016,Q4,,
4377,Volvo,7723.0,2016,Q4,,
4378,Volvo,6340.0,2016,Q4,,
4379,Volvo,5608.0,2016,Q3,,
4380,Volvo,7682.0,2016,Q3,,
4381,Volvo,8584.0,2016,Q3,,
4382,Volvo,8592.0,2016,Q2,,
4383,Volvo,5536.0,2016,Q2,,
4384,Volvo,6169.0,2016,Q2,,
4385,Volvo,6857.0,2016,Q1,,
4386,Volvo,5260.0,2016,Q1,,
4387,Volvo,4244.0,2016,Q1,,
4388,Volvo,9341.0,2015,Q4,,
4389,Volvo,6903.0,2015,Q4,,
4390,Volvo,7422.0,2015,Q4,,
4391,Volvo,5527.0,2015,Q3,,
4392,Volvo,5869.0,2015,Q3,,
4393,Volvo,5619.0,2015,Q3,,
4394,Volvo,5985.0,2015,Q2,,
4395,Volvo,5023.0,2015,Q2,,
4396,Volvo,4636.0,2015,Q2,,
4397,Volvo,5916.0,2015,Q1,,
4398,Volvo,4012.0,2015,Q1,,
4399,Volvo,3794.0,2015,Q1,,
4400,Volvo,4920.0,2014,Q4,,
4401,Volvo,3623.0,2014,Q4,,
4402,Volvo,3972.0,2014,Q4,,
4403,Volvo,4667.0,2014,Q3,,
4404,Volvo,4960.0,2014,Q3,,
4405,Volvo,4894.0,2014,Q3,,
4406,Volvo,5983.0,2014,Q2,,
4407,Volvo,5014.0,2014,Q2,,
4408,Volvo,4635.0,2014,Q2,,
4409,Volvo,5915.0,2014,Q1,,
4410,Volvo,3991.0,2014,Q1,,
4411,Volvo,3792.0,2014,Q1,,
4412,Volvo,4888.0,2013,Q4,,
4413,Volvo,4233.0,2013,Q4,,
4414,Volvo,3919.0,2013,Q4,,
4415,Volvo,4188.0,2013,Q3,,
4416,Volvo,5518.0,2013,Q3,,
4417,Volvo,5909.0,2013,Q3,,
4418,Volvo,6678.0,2013,Q2,,
4419,Volvo,6329.0,2013,Q2,,
4420,Volvo,4464.0,2013,Q2,,
4421,Volvo,5365.0,2013,Q1,,
4422,Volvo,4867.0,2013,Q1,,
4423,Volvo,4875.0,2013,Q1,,
4424,Volvo,6150.0,2012,Q4,,
4425,Volvo,6141.0,2012,Q4,,
4426,Volvo,4200.0,2012,Q4,,
4427,Volvo,4977.0,2012,Q3,,
4428,Volvo,6323.0,2012,Q3,,
4429,Volvo,5717.0,2012,Q3,,
4430,Volvo,7107.0,2012,Q2,,
4431,Volvo,6246.0,2012,Q2,,
4432,Volvo,4848.0,2012,Q2,,
4433,Volvo,6693.0,2012,Q1,,
4434,Volvo,5263.0,2012,Q1,,
4435,Volvo,4461.0,2012,Q1,,
4436,Volvo,5342.0,2011,Q4,,
4437,Volvo,4844.0,2011,Q4,,
4438,Volvo,4899.0,2011,Q4,,
4439,Volvo,5042.0,2011,Q3,,
4440,Volvo,5215.0,2011,Q3,,
4441,Volvo,5595.0,2011,Q3,,
4442,Volvo,7100.0,2011,Q2,,
4443,Volvo,7359.0,2011,Q2,,
4444,Volvo,6404.0,2011,Q2,,
4445,Volvo,6369.0,2011,Q1,,
4446,Volvo,4795.0,2011,Q1,,
4447,Volvo,4276.0,2011,Q1,,
4448,Volvo,4756.0,2010,Q4,,
4449,Volvo,4078.0,2010,Q4,,
4450,Volvo,3996.0,2010,Q4,,
4451,Volvo,4152.0,2010,Q3,,
4452,Volvo,4441.0,2010,Q3,,
4453,Volvo,4319.0,2010,Q3,,
4454,Volvo,4995.0,2010,Q2,,
4455,Volvo,4659.0,2010,Q2,,
4456,Volvo,4546.0,2010,Q2,,
4457,Volvo,5237.0,2010,Q1,,
4458,Volvo,4641.0,2010,Q1,,
4459,Volvo,4128.0,2010,Q1,,
4460,Volvo,5638.0,2009,Q4,,
4461,Volvo,4631.0,2009,Q4,,
4462,Volvo,4437.0,2009,Q4,,
4463,Volvo,4716.0,2009,Q3,,
4464,Volvo,5826.0,2009,Q3,,
4465,Volvo,6441.0,2009,Q3,,
4466,Volvo,7042.0,2009,Q2,,
4467,Volvo,5577.0,2009,Q2,,
4468,Volvo,4503.0,2009,Q2,,
4469,Volvo,6358.0,2009,Q1,,
4470,Volvo,3356.0,2009,Q1,,
4471,Volvo,2910.0,2009,Q1,,
4472,Volvo,4953.0,2008,Q4,,
4473,Volvo,4404.0,2008,Q4,,
4474,Volvo,3717.0,2008,Q4,,
4475,Volvo,4054.0,2008,Q3,,
4476,Volvo,4669.0,2008,Q3,,
4477,Volvo,5124.0,2008,Q3,,
4478,Volvo,7001.0,2008,Q2,,
4479,Volvo,7238.0,2008,Q2,,
4480,Volvo,7138.0,2008,Q2,,
4481,Volvo,9263.0,2008,Q1,,
4482,Volvo,7505.0,2008,Q1,,
4483,Volvo,8036.0,2008,Q1,,
4484,Volvo,9341.0,2007,Q4,,
4485,Volvo,8227.0,2007,Q4,,
4486,Volvo,7761.0,2007,Q4,,
4487,Volvo,8408.0,2007,Q3,,
4488,Volvo,9119.0,2007,Q3,,
4489,Volvo,9549.0,2007,Q3,,
4490,Volvo,9572.0,2007,Q2,,
4491,Volvo,9192.0,2007,Q2,,
4492,Volvo,8122.0,2007,Q2,,
4493,Volvo,10661.0,2007,Q1,,
4494,Volvo,8453.0,2007,Q1,,
4495,Volvo,7808.0,2007,Q1,,
4496,Volvo,8525.0,2006,Q4,,
4497,Volvo,9229.0,2006,Q4,,
4498,Volvo,8384.0,2006,Q4,,
4499,Volvo,9672.0,2006,Q3,,
4500,Volvo,10582.0,2006,Q3,,
4501,Volvo,10323.0,2006,Q3,,
4502,Volvo,10867.0,2006,Q2,,
4503,Volvo,10124.0,2006,Q2,,
4504,Volvo,9736.0,2006,Q2,,
4505,Volvo,11124.0,2006,Q1,,
4506,Volvo,8397.0,2006,Q1,,
4507,Volvo,8844.0,2006,Q1,,
4508,Volvo,9080.0,2005,Q4,,
4509,Volvo,8076.0,2005,Q4,,
4510,Volvo,8671.0,2005,Q4,,
4511,Volvo,9514.0,2005,Q3,,
4512,Volvo,10806.0,2005,Q3,,
4513,Volvo,11499.0,2005,Q3,,
4514,Volvo,12266.0,2005,Q2,,
4515,Volvo,10798.0,2005,Q2,,
4516,Volvo,10725.0,2005,Q2,,
4517,Volvo,11614.0,2005,Q1,,
4518,Volvo,10404.0,2005,Q1,,
4519,Volvo,10134.0,2005,Q1,,
4520,Volvo,12207.0,2004,Q4,,
4521,Volvo,10889.0,2004,Q4,,
4522,Volvo,11612.0,2004,Q4,,
4523,Volvo,10541.0,2004,Q3,,
4524,Volvo,12598.0,2004,Q3,,
4525,Volvo,12255.0,2004,Q3,,
4526,Volvo,12992.0,2004,Q2,,
4527,Volvo,11817.0,2004,Q2,,
4528,Volvo,10788.0,2004,Q2,,
4529,Volvo,12925.0,2004,Q1,,
4530,Volvo,10157.0,2004,Q1,,
4531,Volvo,10285.0,2004,Q1,,
4532,Volvo,11747.0,2003,Q4,,
4533,Volvo,10615.0,2003,Q4,,
4534,Volvo,10854.0,2003,Q4,,
4535,Volvo,10418.0,2003,Q3,,
4536,Volvo,11837.0,2003,Q3,,
4537,Volvo,11593.0,2003,Q3,,
