,Manufaturer,Sales,Year,Quarter,Index,Ratio
1801,Hyundai Motor Co,36744.0,2002,Q3,,
1802,Hyundai Motor Co,37007.0,2002,Q2,,
1803,Hyundai Motor Co,34696.0,2002,Q2,,
1804,Hyundai Motor Co,30972.0,2002,Q2,,
1805,Hyundai Motor Co,31805.0,2002,Q1,,
1806,Hyundai Motor Co,28503.0,2002,Q1,,
1807,Hyundai Motor Co,32537.0,2002,Q1,,
1808,Hyundai Motor Co,24413.0,2001,Q4,,
1809,Hyundai Motor Co,27299.0,2001,Q4,,
1810,Hyundai Motor Co,34051.0,2001,Q4,,
1811,Hyundai Motor Co,30166.0,2001,Q3,,
1812,Hyundai Motor Co,34474.0,2001,Q3,,
1813,Hyundai Motor Co,31189.0,2001,Q3,,
1814,Hyundai Motor Co,32140.0,2001,Q2,,
1815,Hyundai Motor Co,31597.0,2001,Q2,,
1816,Hyundai Motor Co,26133.0,2001,Q2,,
1817,Hyundai Motor Co,27715.0,2001,Q1,,
1818,Hyundai Motor Co,24800.0,2001,Q1,,
1819,Hyundai Motor Co,22258.0,2001,Q1,,
1820,Hyundai Motor Co,17523.0,2000,Q4,,
1821,Hyundai Motor Co,17856.0,2000,Q4,,
1822,Hyundai Motor Co,17473.0,2000,Q4,,
1823,Hyundai Motor Co,20919.0,2000,Q3,,
1824,Hyundai Motor Co,23583.0,2000,Q3,,
1825,Hyundai Motor Co,23566.0,2000,Q3,,
1826,Hyundai Motor Co,23541.0,2000,Q2,,
1827,Hyundai Motor Co,23484.0,2000,Q2,,
1828,Hyundai Motor Co,21046.0,2000,Q2,,
1829,Hyundai Motor Co,22001.0,2000,Q1,,
1830,Hyundai Motor Co,18565.0,2000,Q1,,
1831,Hyundai Motor Co,14834.0,2000,Q1,,
1832,Isuzu,265.0,2019,Q1,,
1833,Isuzu,534.0,2018,Q4,,
1834,Isuzu,415.0,2018,Q4,,
1835,Isuzu,387.0,2018,Q4,,
1836,Isuzu,415.0,2018,Q3,,
1837,Isuzu,319.0,2018,Q3,,
1838,Isuzu,272.0,2018,Q3,,
1839,Isuzu,301.0,2018,Q2,,
1840,Isuzu,299.0,2018,Q2,,
1841,Isuzu,198.0,2018,Q2,,
1842,Isuzu,337.0,2018,Q1,,
1843,Isuzu,267.0,2018,Q1,,
1844,Isuzu,166.0,2018,Q1,,
1845,Isuzu,394.0,2017,Q4,,
1846,Isuzu,340.0,2017,Q4,,
1847,Isuzu,768.0,2017,Q4,,
1848,Isuzu,423.0,2017,Q3,,
1849,Isuzu,181.0,2017,Q3,,
1850,Isuzu,250.0,2017,Q3,,
1851,Isuzu,257.0,2017,Q2,,
1852,Isuzu,206.0,2017,Q2,,
1853,Isuzu,248.0,2017,Q2,,
1854,Isuzu,317.0,2017,Q1,,
1855,Isuzu,205.0,2017,Q1,,
1856,Isuzu,203.0,2017,Q1,,
1857,Isuzu,712.0,2016,Q4,,
1858,Isuzu,289.0,2016,Q4,,
1859,Isuzu,592.0,2016,Q4,,
1860,Isuzu,508.0,2016,Q3,,
1861,Isuzu,610.0,2016,Q3,,
1862,Isuzu,406.0,2016,Q3,,
1863,Isuzu,338.0,2016,Q2,,
1864,Isuzu,347.0,2016,Q2,,
1865,Isuzu,304.0,2016,Q2,,
1866,Isuzu,231.0,2016,Q1,,
1867,Isuzu,189.0,2016,Q1,,
1868,Isuzu,139.0,2016,Q1,,
1869,Isuzu,425.0,2015,Q4,,
1870,Isuzu,409.0,2015,Q4,,
1871,Isuzu,552.0,2015,Q4,,
1872,Isuzu,388.0,2015,Q3,,
1873,Isuzu,303.0,2015,Q3,,
1874,Isuzu,218.0,2015,Q3,,
1875,Isuzu,294.0,2015,Q2,,
1876,Isuzu,265.0,2015,Q2,,
1877,Isuzu,289.0,2015,Q2,,
1878,Isuzu,305.0,2015,Q1,,
1879,Isuzu,213.0,2015,Q1,,
1880,Isuzu,142.0,2015,Q1,,
1881,Isuzu,380.0,2014,Q4,,
1882,Isuzu,250.0,2014,Q4,,
1883,Isuzu,213.0,2014,Q4,,
1884,Isuzu,237.0,2014,Q3,,
1885,Isuzu,304.0,2014,Q3,,
1886,Isuzu,457.0,2014,Q3,,
1887,Isuzu,409.0,2014,Q2,,
1888,Isuzu,362.0,2014,Q2,,
1889,Isuzu,327.0,2014,Q2,,
1890,Isuzu,634.0,2014,Q1,,
1891,Isuzu,528.0,2014,Q1,,
1892,Isuzu,590.0,2014,Q1,,
1893,Isuzu,417.0,2013,Q4,,
1894,Isuzu,398.0,2013,Q4,,
1895,Isuzu,296.0,2013,Q4,,
1896,Isuzu,266.0,2013,Q3,,
1897,Isuzu,253.0,2013,Q3,,
1898,Isuzu,212.0,2013,Q3,,
1899,Isuzu,230.0,2013,Q2,,
1900,Isuzu,306.0,2013,Q2,,
1901,Isuzu,270.0,2013,Q2,,
1902,Isuzu,404.0,2013,Q1,,
1903,Isuzu,314.0,2013,Q1,,
1904,Isuzu,257.0,2013,Q1,,
1905,Isuzu,187.0,2012,Q4,,
1906,Isuzu,181.0,2012,Q4,,
1907,Isuzu,177.0,2012,Q4,,
1908,Isuzu,166.0,2012,Q3,,
1909,Isuzu,177.0,2012,Q3,,
1910,Isuzu,142.0,2012,Q3,,
1911,Isuzu,160.0,2012,Q2,,
1912,Isuzu,226.0,2012,Q2,,
1913,Isuzu,197.0,2012,Q2,,
1914,Isuzu,269.0,2012,Q1,,
1915,Isuzu,222.0,2012,Q1,,
1916,Isuzu,186.0,2012,Q1,,
1917,Isuzu,208.0,2011,Q4,,
1918,Isuzu,159.0,2011,Q4,,
1919,Isuzu,158.0,2011,Q4,,
1920,Isuzu,116.0,2011,Q3,,
1921,Isuzu,115.0,2011,Q3,,
1922,Isuzu,129.0,2011,Q3,,
1923,Isuzu,119.0,2011,Q2,,
1924,Isuzu,136.0,2011,Q2,,
1925,Isuzu,135.0,2011,Q2,,
1926,Isuzu,179.0,2011,Q1,,
1927,Isuzu,131.0,2011,Q1,,
1928,Isuzu,105.0,2011,Q1,,
1929,Isuzu,132.0,2010,Q4,,
1930,Isuzu,124.0,2010,Q4,,
1931,Isuzu,0.0,2010,Q4,,
1932,Isuzu,0.0,2010,Q3,,
1933,Isuzu,0.0,2010,Q3,,
1934,Isuzu,0.0,2010,Q3,,
1935,Isuzu,0.0,2010,Q2,,
1936,Isuzu,0.0,2010,Q2,,
1937,Isuzu,0.0,2010,Q2,,
1938,Isuzu,0.0,2010,Q1,,
1939,Isuzu,0.0,2010,Q1,,
1940,Isuzu,0.0,2010,Q1,,
1941,Isuzu,0.0,2009,Q4,,
1942,Isuzu,0.0,2009,Q4,,
1943,Isuzu,0.0,2009,Q4,,
1944,Isuzu,0.0,2009,Q3,,
1945,Isuzu,0.0,2009,Q3,,
1946,Isuzu,0.0,2009,Q3,,
1947,Isuzu,0.0,2009,Q2,,
1948,Isuzu,0.0,2009,Q2,,
1949,Isuzu,0.0,2009,Q2,,
1950,Isuzu,0.0,2009,Q1,,
1951,Isuzu,0.0,2009,Q1,,
1952,Isuzu,165.0,2009,Q1,,
1953,Isuzu,188.0,2008,Q4,,
1954,Isuzu,130.0,2008,Q4,,
1955,Isuzu,251.0,2008,Q4,,
1956,Isuzu,258.0,2008,Q3,,
1957,Isuzu,289.0,2008,Q3,,
1958,Isuzu,303.0,2008,Q3,,
1959,Isuzu,364.0,2008,Q2,,
1960,Isuzu,510.0,2008,Q2,,
1961,Isuzu,558.0,2008,Q2,,
1962,Isuzu,683.0,2008,Q1,,
1963,Isuzu,790.0,2008,Q1,,
1964,Isuzu,433.0,2008,Q1,,
1965,Isuzu,492.0,2007,Q4,,
1966,Isuzu,496.0,2007,Q4,,
1967,Isuzu,576.0,2007,Q4,,
1968,Isuzu,565.0,2007,Q3,,
1969,Isuzu,606.0,2007,Q3,,
1970,Isuzu,586.0,2007,Q3,,
1971,Isuzu,676.0,2007,Q2,,
1972,Isuzu,707.0,2007,Q2,,
1973,Isuzu,592.0,2007,Q2,,
1974,Isuzu,743.0,2007,Q1,,
1975,Isuzu,559.0,2007,Q1,,
1976,Isuzu,500.0,2007,Q1,,
1977,Isuzu,637.0,2006,Q4,,
1978,Isuzu,565.0,2006,Q4,,
1979,Isuzu,638.0,2006,Q4,,
1980,Isuzu,726.0,2006,Q3,,
1981,Isuzu,618.0,2006,Q3,,
1982,Isuzu,712.0,2006,Q3,,
1983,Isuzu,745.0,2006,Q2,,
1984,Isuzu,638.0,2006,Q2,,
1985,Isuzu,884.0,2006,Q2,,
1986,Isuzu,947.0,2006,Q1,,
1987,Isuzu,796.0,2006,Q1,,
1988,Isuzu,708.0,2006,Q1,,
1989,Isuzu,839.0,2005,Q4,,
1990,Isuzu,738.0,2005,Q4,,
1991,Isuzu,778.0,2005,Q4,,
1992,Isuzu,656.0,2005,Q3,,
1993,Isuzu,722.0,2005,Q3,,
1994,Isuzu,845.0,2005,Q3,,
1995,Isuzu,1289.0,2005,Q2,,
1996,Isuzu,1221.0,2005,Q2,,
1997,Isuzu,1412.0,2005,Q2,,
1998,Isuzu,1418.0,2005,Q1,,
1999,Isuzu,1166.0,2005,Q1,,
2000,Isuzu,1093.0,2005,Q1,,
2001,Isuzu,1680.0,2004,Q4,,
2002,Isuzu,1514.0,2004,Q4,,
2003,Isuzu,2076.0,2004,Q4,,
2004,Isuzu,2267.0,2004,Q3,,
2005,Isuzu,2327.0,2004,Q3,,
2006,Isuzu,2749.0,2004,Q3,,
2007,Isuzu,2557.0,2004,Q2,,
2008,Isuzu,1951.0,2004,Q2,,
2009,Isuzu,2497.0,2004,Q2,,
2010,Isuzu,4057.0,2004,Q1,,
2011,Isuzu,1897.0,2004,Q1,,
2012,Isuzu,1616.0,2004,Q1,,
2013,Isuzu,2096.0,2003,Q4,,
2014,Isuzu,1801.0,2003,Q4,,
2015,Isuzu,2071.0,2003,Q4,,
2016,Isuzu,2656.0,2003,Q3,,
2017,Isuzu,2642.0,2003,Q3,,
2018,Isuzu,2746.0,2003,Q3,,
2019,Isuzu,2439.0,2003,Q2,,
2020,Isuzu,2844.0,2003,Q2,,
2021,Isuzu,2451.0,2003,Q2,,
2022,Isuzu,3310.0,2003,Q1,,
2023,Isuzu,2546.0,2003,Q1,,
2024,Isuzu,2727.0,2003,Q1,,
2025,Isuzu,4243.0,2002,Q4,,
2026,Isuzu,3309.0,2002,Q4,,
2027,Isuzu,4538.0,2002,Q4,,
2028,Isuzu,4431.0,2002,Q3,,
2029,Isuzu,5390.0,2002,Q3,,
2030,Isuzu,4134.0,2002,Q3,,
2031,Isuzu,5944.0,2002,Q2,,
2032,Isuzu,4811.0,2002,Q2,,
2033,Isuzu,4378.0,2002,Q2,,
2034,Isuzu,5335.0,2002,Q1,,
2035,Isuzu,3757.0,2002,Q1,,
2036,Isuzu,2722.0,2002,Q1,,
2037,Isuzu,4430.0,2001,Q4,,
2038,Isuzu,4842.0,2001,Q4,,
2039,Isuzu,6950.0,2001,Q4,,
2040,Isuzu,4624.0,2001,Q3,,
2041,Isuzu,6693.0,2001,Q3,,
2042,Isuzu,4737.0,2001,Q3,,
2043,Isuzu,9674.0,2001,Q2,,
2044,Isuzu,9140.0,2001,Q2,,
2045,Isuzu,10469.0,2001,Q2,,
2046,Isuzu,9424.0,2001,Q1,,
2047,Isuzu,6581.0,2001,Q1,,
2048,Isuzu,4816.0,2001,Q1,,
2049,Isuzu,10063.0,2000,Q4,,
2050,Isuzu,7289.0,2000,Q4,,
2051,Isuzu,4864.0,2000,Q4,,
2052,Isuzu,8296.0,2000,Q3,,
2053,Isuzu,7510.0,2000,Q3,,
2054,Isuzu,6516.0,2000,Q3,,
2055,Isuzu,13084.0,2000,Q2,,
2056,Isuzu,10472.0,2000,Q2,,
2057,Isuzu,6963.0,2000,Q2,,
2058,Isuzu,7963.0,2000,Q1,,
2059,Isuzu,8302.0,2000,Q1,,
2060,Isuzu,6744.0,2000,Q1,,
2061,Jaguar Land Rover,10463.0,2019,Q1,,
2062,Jaguar Land Rover,14079.0,2018,Q4,,
2063,Jaguar Land Rover,11744.0,2018,Q4,,
2064,Jaguar Land Rover,10494.0,2018,Q4,,
2065,Jaguar Land Rover,9006.0,2018,Q3,,
2066,Jaguar Land Rover,9648.0,2018,Q3,,
2067,Jaguar Land Rover,8089.0,2018,Q3,,
2068,Jaguar Land Rover,9335.0,2018,Q2,,
2069,Jaguar Land Rover,9469.0,2018,Q2,,
2070,Jaguar Land Rover,8467.0,2018,Q2,,
2071,Jaguar Land Rover,14232.0,2018,Q1,,
2072,Jaguar Land Rover,9013.0,2018,Q1,,
2073,Jaguar Land Rover,9050.0,2018,Q1,,
2074,Jaguar Land Rover,11394.0,2017,Q4,,
2075,Jaguar Land Rover,9862.0,2017,Q4,,
2076,Jaguar Land Rover,8368.0,2017,Q4,,
2077,Jaguar Land Rover,9703.0,2017,Q3,,
2078,Jaguar Land Rover,9421.0,2017,Q3,,
2079,Jaguar Land Rover,9081.0,2017,Q3,,
2080,Jaguar Land Rover,8706.0,2017,Q2,,
2081,Jaguar Land Rover,8106.0,2017,Q2,,
2082,Jaguar Land Rover,8441.0,2017,Q2,,
2083,Jaguar Land Rover,12918.0,2017,Q1,,
2084,Jaguar Land Rover,9231.0,2017,Q1,,
2085,Jaguar Land Rover,9102.0,2017,Q1,,
2086,Jaguar Land Rover,12573.0,2016,Q4,,
2087,Jaguar Land Rover,9040.0,2016,Q4,,
2088,Jaguar Land Rover,8751.0,2016,Q4,,
2089,Jaguar Land Rover,8299.0,2016,Q3,,
2090,Jaguar Land Rover,9329.0,2016,Q3,,
2091,Jaguar Land Rover,9473.0,2016,Q3,,
2092,Jaguar Land Rover,8448.0,2016,Q2,,
2093,Jaguar Land Rover,7114.0,2016,Q2,,
2094,Jaguar Land Rover,6275.0,2016,Q2,,
2095,Jaguar Land Rover,10866.0,2016,Q1,,
2096,Jaguar Land Rover,7929.0,2016,Q1,,
2097,Jaguar Land Rover,7007.0,2016,Q1,,
2098,Jaguar Land Rover,9638.0,2015,Q4,,
2099,Jaguar Land Rover,7604.0,2015,Q4,,
2100,Jaguar Land Rover,8187.0,2015,Q4,,
2101,Jaguar Land Rover,6850.0,2015,Q3,,
2102,Jaguar Land Rover,6368.0,2015,Q3,,
2103,Jaguar Land Rover,6253.0,2015,Q3,,
2104,Jaguar Land Rover,5860.0,2015,Q2,,
2105,Jaguar Land Rover,6586.0,2015,Q2,,
2106,Jaguar Land Rover,6390.0,2015,Q2,,
2107,Jaguar Land Rover,8438.0,2015,Q1,,
2108,Jaguar Land Rover,6327.0,2015,Q1,,
2109,Jaguar Land Rover,6547.0,2015,Q1,,
2110,Jaguar Land Rover,7437.0,2014,Q4,,
2111,Jaguar Land Rover,4897.0,2014,Q4,,
2112,Jaguar Land Rover,4650.0,2014,Q4,,
2113,Jaguar Land Rover,4248.0,2014,Q3,,
2114,Jaguar Land Rover,5673.0,2014,Q3,,
2115,Jaguar Land Rover,5830.0,2014,Q3,,
2116,Jaguar Land Rover,5301.0,2014,Q2,,
2117,Jaguar Land Rover,5840.0,2014,Q2,,
2118,Jaguar Land Rover,5568.0,2014,Q2,,
2119,Jaguar Land Rover,6215.0,2014,Q1,,
2120,Jaguar Land Rover,5558.0,2014,Q1,,
2121,Jaguar Land Rover,6021.0,2014,Q1,,
2122,Jaguar Land Rover,7308.0,2013,Q4,,
2123,Jaguar Land Rover,6047.0,2013,Q4,,
2124,Jaguar Land Rover,5801.0,2013,Q4,,
2125,Jaguar Land Rover,8187.0,2013,Q3,,
2126,Jaguar Land Rover,8187.0,2013,Q3,,
2127,Jaguar Land Rover,8187.0,2013,Q3,,
2128,Jaguar Land Rover,8187.0,2013,Q2,,
2129,Jaguar Land Rover,8187.0,2013,Q2,,
2130,Jaguar Land Rover,8187.0,2013,Q2,,
2131,Jaguar Land Rover,8187.0,2013,Q1,,
2132,Jaguar Land Rover,8187.0,2013,Q1,,
2133,Jaguar Land Rover,8187.0,2013,Q1,,
2134,Jaguar Land Rover,8187.0,2012,Q4,,
2135,Jaguar Land Rover,8187.0,2012,Q4,,
2136,Jaguar Land Rover,8187.0,2012,Q4,,
2137,Jaguar Land Rover,8187.0,2012,Q3,,
2138,Jaguar Land Rover,8187.0,2012,Q3,,
2139,Jaguar Land Rover,8187.0,2012,Q3,,
2140,Jaguar Land Rover,8187.0,2012,Q2,,
2141,Jaguar Land Rover,8187.0,2012,Q2,,
2142,Jaguar Land Rover,8187.0,2012,Q2,,
2143,Jaguar Land Rover,8187.0,2012,Q1,,
2144,Jaguar Land Rover,8187.0,2012,Q1,,
2145,Jaguar Land Rover,8187.0,2012,Q1,,
2146,Jaguar Land Rover,8187.0,2011,Q4,,
2147,Jaguar Land Rover,8187.0,2011,Q4,,
2148,Jaguar Land Rover,8187.0,2011,Q4,,
2149,Jaguar Land Rover,8187.0,2011,Q3,,
2150,Jaguar Land Rover,8187.0,2011,Q3,,
2151,Jaguar Land Rover,8187.0,2011,Q3,,
2152,Jaguar Land Rover,8187.0,2011,Q2,,
2153,Jaguar Land Rover,8187.0,2011,Q2,,
2154,Jaguar Land Rover,8187.0,2011,Q2,,
2155,Jaguar Land Rover,8187.0,2011,Q1,,
2156,Jaguar Land Rover,8187.0,2011,Q1,,
2157,Jaguar Land Rover,8187.0,2011,Q1,,
2158,Jaguar Land Rover,8187.0,2010,Q4,,
2159,Jaguar Land Rover,8187.0,2010,Q4,,
2160,Jaguar Land Rover,8187.0,2010,Q4,,
2161,Jaguar Land Rover,8187.0,2010,Q3,,
2162,Jaguar Land Rover,8187.0,2010,Q3,,
2163,Jaguar Land Rover,8187.0,2010,Q3,,
2164,Jaguar Land Rover,8187.0,2010,Q2,,
2165,Jaguar Land Rover,8187.0,2010,Q2,,
2166,Jaguar Land Rover,8187.0,2010,Q2,,
2167,Jaguar Land Rover,8187.0,2010,Q1,,
2168,Jaguar Land Rover,8187.0,2010,Q1,,
2169,Jaguar Land Rover,8187.0,2010,Q1,,
2170,Jaguar Land Rover,8187.0,2009,Q4,,
2171,Jaguar Land Rover,8187.0,2009,Q4,,
2172,Jaguar Land Rover,8187.0,2009,Q4,,
2173,Jaguar Land Rover,8187.0,2009,Q3,,
2174,Jaguar Land Rover,8187.0,2009,Q3,,
2175,Jaguar Land Rover,8187.0,2009,Q3,,
2176,Jaguar Land Rover,8187.0,2009,Q2,,
2177,Jaguar Land Rover,8187.0,2009,Q2,,
2178,Jaguar Land Rover,8187.0,2009,Q2,,
2179,Jaguar Land Rover,8187.0,2009,Q1,,
2180,Jaguar Land Rover,8187.0,2009,Q1,,
2181,Jaguar Land Rover,8187.0,2009,Q1,,
2182,Jaguar Land Rover,8187.0,2008,Q4,,
2183,Jaguar Land Rover,8187.0,2008,Q4,,
2184,Jaguar Land Rover,8187.0,2008,Q4,,
2185,Jaguar Land Rover,8187.0,2008,Q3,,
2186,Jaguar Land Rover,8187.0,2008,Q3,,
2187,Jaguar Land Rover,8187.0,2008,Q3,,
2188,Jaguar Land Rover,8187.0,2008,Q2,,
2189,Jaguar Land Rover,8187.0,2008,Q2,,
2190,Jaguar Land Rover,8187.0,2008,Q2,,
2191,Jaguar Land Rover,8187.0,2008,Q1,,
2192,Jaguar Land Rover,8187.0,2008,Q1,,
2193,Jaguar Land Rover,8187.0,2008,Q1,,
2194,Jaguar Land Rover,8187.0,2007,Q4,,
2195,Jaguar Land Rover,8187.0,2007,Q4,,
2196,Jaguar Land Rover,8187.0,2007,Q4,,
2197,Jaguar Land Rover,8187.0,2007,Q3,,
2198,Jaguar Land Rover,8187.0,2007,Q3,,
2199,Jaguar Land Rover,8187.0,2007,Q3,,
2200,Jaguar Land Rover,8187.0,2007,Q2,,
2201,Jaguar Land Rover,8187.0,2007,Q2,,
2202,Jaguar Land Rover,8187.0,2007,Q2,,
2203,Jaguar Land Rover,8187.0,2007,Q1,,
2204,Jaguar Land Rover,8187.0,2007,Q1,,
2205,Jaguar Land Rover,8187.0,2007,Q1,,
2206,Jaguar Land Rover,8187.0,2006,Q4,,
2207,Jaguar Land Rover,8187.0,2006,Q4,,
2208,Jaguar Land Rover,8187.0,2006,Q4,,
2209,Jaguar Land Rover,8187.0,2006,Q3,,
2210,Jaguar Land Rover,8187.0,2006,Q3,,
2211,Jaguar Land Rover,8187.0,2006,Q3,,
2212,Jaguar Land Rover,8187.0,2006,Q2,,
2213,Jaguar Land Rover,8187.0,2006,Q2,,
2214,Jaguar Land Rover,8187.0,2006,Q2,,
2215,Jaguar Land Rover,8187.0,2006,Q1,,
2216,Jaguar Land Rover,8187.0,2006,Q1,,
2217,Jaguar Land Rover,8187.0,2006,Q1,,
2218,Jaguar Land Rover,8187.0,2005,Q4,,
2219,Jaguar Land Rover,8187.0,2005,Q4,,
2220,Jaguar Land Rover,8187.0,2005,Q4,,
2221,Jaguar Land Rover,8187.0,2005,Q3,,
2222,Jaguar Land Rover,8187.0,2005,Q3,,
2223,Jaguar Land Rover,8187.0,2005,Q3,,
2224,Jaguar Land Rover,8187.0,2005,Q2,,
2225,Jaguar Land Rover,8187.0,2005,Q2,,
2226,Jaguar Land Rover,8187.0,2005,Q2,,
2227,Jaguar Land Rover,8187.0,2005,Q1,,
2228,Jaguar Land Rover,8187.0,2005,Q1,,
2229,Jaguar Land Rover,8187.0,2005,Q1,,
2230,Jaguar Land Rover,8187.0,2004,Q4,,
2231,Jaguar Land Rover,8187.0,2004,Q4,,
2232,Jaguar Land Rover,8187.0,2004,Q4,,
2233,Jaguar Land Rover,8187.0,2004,Q3,,
2234,Jaguar Land Rover,8187.0,2004,Q3,,
2235,Jaguar Land Rover,8187.0,2004,Q3,,
2236,Jaguar Land Rover,8187.0,2004,Q2,,
2237,Jaguar Land Rover,8187.0,2004,Q2,,
2238,Jaguar Land Rover,8187.0,2004,Q2,,
2239,Jaguar Land Rover,8187.0,2004,Q1,,
2240,Jaguar Land Rover,8187.0,2004,Q1,,
2241,Jaguar Land Rover,8187.0,2004,Q1,,
2242,Jaguar Land Rover,8187.0,2003,Q4,,
2243,Jaguar Land Rover,8187.0,2003,Q4,,
2244,Jaguar Land Rover,8187.0,2003,Q4,,
2245,Jaguar Land Rover,8187.0,2003,Q3,,
2246,Jaguar Land Rover,8187.0,2003,Q3,,
2247,Jaguar Land Rover,8187.0,2003,Q3,,
2248,Jaguar Land Rover,8187.0,2003,Q2,,
2249,Jaguar Land Rover,8187.0,2003,Q2,,
2250,Jaguar Land Rover,8187.0,2003,Q2,,
2251,Jaguar Land Rover,8187.0,2003,Q1,,
2252,Jaguar Land Rover,8187.0,2003,Q1,,
2253,Jaguar Land Rover,8187.0,2003,Q1,,
2254,Jaguar Land Rover,8187.0,2002,Q4,,
2255,Jaguar Land Rover,8187.0,2002,Q4,,
2256,Jaguar Land Rover,8187.0,2002,Q4,,
2257,Jaguar Land Rover,8187.0,2002,Q3,,
2258,Jaguar Land Rover,8187.0,2002,Q3,,
2259,Jaguar Land Rover,8187.0,2002,Q3,,
2260,Jaguar Land Rover,8187.0,2002,Q2,,
2261,Jaguar Land Rover,8187.0,2002,Q2,,
2262,Jaguar Land Rover,8187.0,2002,Q2,,
2263,Jaguar Land Rover,8187.0,2002,Q1,,
2264,Jaguar Land Rover,8187.0,2002,Q1,,
2265,Jaguar Land Rover,8187.0,2002,Q1,,
2266,Jaguar Land Rover,8187.0,2001,Q4,,
2267,Jaguar Land Rover,8187.0,2001,Q4,,
2268,Jaguar Land Rover,8187.0,2001,Q4,,
2269,Jaguar Land Rover,8187.0,2001,Q3,,
2270,Jaguar Land Rover,8187.0,2001,Q3,,
2271,Jaguar Land Rover,8187.0,2001,Q3,,
2272,Jaguar Land Rover,8187.0,2001,Q2,,
2273,Jaguar Land Rover,8187.0,2001,Q2,,
2274,Jaguar Land Rover,8187.0,2001,Q2,,
2275,Jaguar Land Rover,8187.0,2001,Q1,,
2276,Jaguar Land Rover,8187.0,2001,Q1,,
2277,Jaguar Land Rover,8187.0,2001,Q1,,
2278,Jaguar Land Rover,8187.0,2000,Q4,,
2279,Jaguar Land Rover,8187.0,2000,Q4,,
2280,Jaguar Land Rover,8187.0,2000,Q4,,
2281,Jaguar Land Rover,8187.0,2000,Q3,,
2282,Jaguar Land Rover,8187.0,2000,Q3,,
2283,Jaguar Land Rover,8187.0,2000,Q3,,
2284,Jaguar Land Rover,8187.0,2000,Q2,,
2285,Jaguar Land Rover,8187.0,2000,Q2,,
2286,Jaguar Land Rover,8187.0,2000,Q2,,
2287,Jaguar Land Rover,8187.0,2000,Q1,,
2288,Jaguar Land Rover,8187.0,2000,Q1,,
2289,Jaguar Land Rover,8187.0,2000,Q1,,
2290,Kia Motors Corp,37376.0,2019,Q1,,
2291,Kia Motors Corp,47428.0,2018,Q4,,
2292,Kia Motors Corp,45101.0,2018,Q4,,
2293,Kia Motors Corp,45102.0,2018,Q4,,
2294,Kia Motors Corp,51503.0,2018,Q3,,
2295,Kia Motors Corp,53864.0,2018,Q3,,
2296,Kia Motors Corp,53112.0,2018,Q3,,
2297,Kia Motors Corp,56571.0,2018,Q2,,
2298,Kia Motors Corp,59462.0,2018,Q2,,
2299,Kia Motors Corp,50585.0,2018,Q2,,
2300,Kia Motors Corp,50645.0,2018,Q1,,
2301,Kia Motors Corp,40672.0,2018,Q1,,
2302,Kia Motors Corp,35628.0,2018,Q1,,
2303,Kia Motors Corp,43039.0,2017,Q4,,
2304,Kia Motors Corp,44302.0,2017,Q4,,
2305,Kia Motors Corp,44397.0,2017,Q4,,
2306,Kia Motors Corp,52468.0,2017,Q3,,
2307,Kia Motors Corp,53323.0,2017,Q3,,
2308,Kia Motors Corp,56403.0,2017,Q3,,
2309,Kia Motors Corp,56143.0,2017,Q2,,
2310,Kia Motors Corp,58507.0,2017,Q2,,
2311,Kia Motors Corp,53358.0,2017,Q2,,
2312,Kia Motors Corp,49429.0,2017,Q1,,
2313,Kia Motors Corp,42673.0,2017,Q1,,
2314,Kia Motors Corp,35626.0,2017,Q1,,
2315,Kia Motors Corp,54353.0,2016,Q4,,
2316,Kia Motors Corp,52504.0,2016,Q4,,
2317,Kia Motors Corp,48977.0,2016,Q4,,
2318,Kia Motors Corp,49220.0,2016,Q3,,
2319,Kia Motors Corp,54248.0,2016,Q3,,
2320,Kia Motors Corp,59969.0,2016,Q3,,
2321,Kia Motors Corp,62572.0,2016,Q2,,
2322,Kia Motors Corp,62926.0,2016,Q2,,
2323,Kia Motors Corp,56508.0,2016,Q2,,
2324,Kia Motors Corp,58279.0,2016,Q1,,
2325,Kia Motors Corp,49737.0,2016,Q1,,
2326,Kia Motors Corp,38305.0,2016,Q1,,
2327,Kia Motors Corp,54241.0,2015,Q4,,
2328,Kia Motors Corp,45555.0,2015,Q4,,
2329,Kia Motors Corp,50044.0,2015,Q4,,
2330,Kia Motors Corp,49820.0,2015,Q3,,
2331,Kia Motors Corp,58895.0,2015,Q3,,
2332,Kia Motors Corp,56311.0,2015,Q3,,
2333,Kia Motors Corp,54137.0,2015,Q2,,
2334,Kia Motors Corp,62433.0,2015,Q2,,
2335,Kia Motors Corp,53282.0,2015,Q2,,
2336,Kia Motors Corp,58771.0,2015,Q1,,
2337,Kia Motors Corp,44030.0,2015,Q1,,
2338,Kia Motors Corp,38299.0,2015,Q1,,
2339,Kia Motors Corp,45587.0,2014,Q4,,
2340,Kia Motors Corp,44936.0,2014,Q4,,
2341,Kia Motors Corp,44694.0,2014,Q4,,
2342,Kia Motors Corp,40628.0,2014,Q3,,
2343,Kia Motors Corp,54667.0,2014,Q3,,
2344,Kia Motors Corp,52309.0,2014,Q3,,
2345,Kia Motors Corp,50644.0,2014,Q2,,
2346,Kia Motors Corp,60087.0,2014,Q2,,
2347,Kia Motors Corp,53676.0,2014,Q2,,
